Microp_Field_ID,Family,Database,Taxon,G_Taxon,Database.1,common.name,wild.cultivated,Herbaceous.woody,Reference,Notes,Root_Trait_Count,Database_Groot,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Lateral_spread,Mean_Root_diameter,Net_nitrogen_uptake_rate,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_cortex_thickness,Root_dry_matter_content,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_litter_mass_loss_rate,Root_mass_density,Root_mass_fraction,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal.colonization,Root_N_concentration,Root_N_P_ratio,Root_P_concentration,Root_production,Root_stele_diameter,Root_stele_fraction,Root_tissue_density,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_vessel_diameter,Root_xylem_vessel_number,Rooting_depth,Specific_root_area,Specific_root_length,Specific_root_respiration,,Growth.direction..orthotropic.plagiotropic.ageotropic.,Phyllotaxis..spiral.opposite.,Branching.type..monoopdial.sympodial.,Branching.position..acrotony.mesotony.basitony.,Flowering.of.each.axis..terminal.lateral.none.,Meristem.functioning.for.each.axis..indeterminate.determinate.,Branching.mechanism..continuous.rhythmic.diffuse.absent.,Short.shoots,Number.of.axes.orders,Number.of.types.of.axes,Reiteration,Basal.branching
559,Bixaceae,Guillame,Bixa orellana ,Bixa orellana ,MICROP,Annatto,Cultivated,Woody,Dequigiovanni et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
560,Bixaceae,Guillame,Bixa urucurana,Bixa urucurana,MICROP,Annatto wild relative 1,Wild,Woody,Dequigiovanni et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2551,Sapindaceae,Guillame,Blighia sapida,Blighia sapida,MICROP,Ackee,Cultivated,Woody,Harrington et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2552,Sapindaceae,Guillame,Blighia unijugata ,Blighia unijugata ,MICROP,Ackee wild relative 1,Wild,Woody,Harrington et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
56,Amaranthaceae,Guillame,Blitum hastatum,Blitum hastatum,MICROP,Strawberry blite wild relative 1,Wild,Herbaceous,Fuentes-Bazan et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
60,Amaranthaceae,Guillame,Blitum hastatum,Blitum hastatum,MICROP,Leafy goosefoot wild relative 2,Wild,Herbaceous,Fuentes-Bazan et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
54,Amaranthaceae,Guillame,Blitum nuttallianum,Blitum nuttallianum,MICROP,Perennial goosefoot wild relative 2,Wild,Herbaceous,Fuentes-Bazan et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
57,Amaranthaceae,Guillame,Blitum nuttallianum,Blitum nuttallianum,MICROP,Strawberry blite wild relative 2,Wild,Herbaceous,Fuentes-Bazan et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2746,Urticaceae,Guillame,Boehmeria clidemioides var. diffusa,Boehmeria clidemioides var. diffusa,MICROP,Ramie wild relative 1,Wild,Herbaceous,Liao et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2747,Urticaceae,Guillame,Boehmeria malabarica var. leioclada ,Boehmeria malabarica var. leioclada ,MICROP,Ramie wild relative 2,Wild,Herbaceous,Liao et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2745,Urticaceae,Guillame,Boehmeria nivea,Boehmeria nivea,MICROP,Ramie,Cultivated,Herbaceous,Liao et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2797,Zingiberaceae,Guillame,Boesenbergia regalis ,Boesenbergia regalis ,MICROP,Chinese keys wild relative 1,Wild,Herbaceous,Ngamriabsakul & Techaprasen 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2796,Zingiberaceae,Guillame,Boesenbergia rotunda,Boesenbergia rotunda,MICROP,Chinese keys ,Cultivated,Herbaceous,Ngamriabsakul & Techaprasen 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2798,Zingiberaceae,Guillame,Boesenbergia xiphostachya,Boesenbergia xiphostachya,MICROP,Chinese keys wild relative 2,Wild,Herbaceous,Ngamriabsakul & Techaprasen 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
28,Alstroemericeae,Guillame,Bomarea edulis ,Bomarea edulis ,MICROP,Salsilla,Cultivated,Herbaceous,Alzate et al. 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
30,Alstroemericeae,Guillame,Bomarea engleriana,Bomarea engleriana,MICROP,Salsilla wild relative 2,Wild,Herbaceous,Alzate et al. 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
29,Alstroemericeae,Guillame,Bomarea euryantha,Bomarea euryantha,MICROP,Salsilla wild relative 1,Wild,Herbaceous,Alzate et al. 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
568,Boraginaceae,Guillame,Borago officinalis ,Borago officinalis ,MICROP,Starflower,Cultivated,Herbaceous,Selvi et al. 2006,,5,Groot,,,,0.2007,,,,,,,,,,,,,,,,0.537400632,,,,,,,,,,0.373071809,,,,,,512.9867856,84.5278762,,,,,,,,,,,,NA,,
569,Boraginaceae,Guillame,Borago pygmaea ,Borago pygmaea ,MICROP,Starflower wild relative 1,Wild,Herbaceous,Selvi et al. 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
570,Boraginaceae,Guillame,Borago trabutii,Borago trabutii,MICROP,Starflower wild relative 2,Wild,Herbaceous,Selvi et al. 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
151,Anacardiaceae,Guillame,Bouea macrophylla,Bouea macrophylla,MICROP,Gandaria ,Cultivated,,Harsono et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
152,Anacardiaceae,Guillame,Bouea oppositifolia,Bouea oppositifolia,MICROP,Gandaria wild relative 1,Wild,,Harsono et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
153,Anacardiaceae,Guillame,Bouea poilanei,Bouea poilanei,MICROP,Gandaria wild relative 2,Wild,,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1618,Gramineae,Guillame,Bouteloua alamosana,Bouteloua alamosana,MICROP,Slender grama wild relative 1,Wild,Graminoid,Peterson et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1616,Gramineae,Guillame,Bouteloua annua,Bouteloua annua,MICROP,Black grama wild relative 2,Wild,Graminoid,Peterson et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1611,Gramineae,Guillame,Bouteloua curtipendula,Bouteloua curtipendula,MICROP,Sideoats grama,Cultivated,Graminoid,Peterson et al. 2015,,11,Groot,,,,2.8099,,,,385.4800034,173.0252135,,,,,,494,,,0.539191933,,8.039171601,,,,135.3371896,,0.9,,,,5.395977146,,,,,,,2914.273948,110.8709106,,,,,,,,,,,NA,,
1613,Gramineae,Guillame,Bouteloua purpurea,Bouteloua purpurea,MICROP,Sideoats grama wild relative 2,Wild,Graminoid,Peterson et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1619,Gramineae,Guillame,Bouteloua radicosa ,Bouteloua radicosa ,MICROP,Slender grama wild relative 2,Wild,Graminoid,Peterson et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1617,Gramineae,Guillame,Bouteloua repens,Bouteloua repens,MICROP,Slender grama ,Cultivated,Graminoid,Peterson et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1612,Gramineae,Guillame,Bouteloua swallenii,Bouteloua swallenii,MICROP,Sideoats grama wild relative 1,Wild,Graminoid,Peterson et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
660,Cabombaceae,Guillame,Brasenia schreberi ,Brasenia schreberi ,MICROP,Water shield,Cultivated,Herbaceous,Taylor 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
578,Brassicaceae,Guillame,Brassica carinata ,Brassica carinata ,MICROP,Black mustard wild relative 1,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
629,Brassicaceae,Guillame,Brassica carinata ,Brassica carinata ,MICROP,Ethiopian mustard,Cultivated,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
575,Brassicaceae,Guillame,Brassica cretica,Brassica cretica,MICROP,Turnip wild relative 1,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
588,Brassicaceae,Guillame,Brassica cretica,Brassica cretica,MICROP,Rapeseed wild relative 2,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
581,Brassicaceae,Guillame,Brassica incana ,Brassica incana ,MICROP,Broccoli wild relative 1,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
587,Brassicaceae,Guillame,Brassica juncea,Brassica juncea,MICROP,Rapeseed wild relative 1,Wild,Herbaceous,Arias & Pires 2012,,2,Groot,,,,,,,,,,,,0.4132,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
601,Brassicaceae,Guillame,Brassica juncea,Brassica juncea,MICROP,Brown mustard,Cultivated,Herbaceous,Arias & Pires 2012,,2,Groot,,,,,,,,,,,,0.4132,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
576,Brassicaceae,Guillame,Brassica montana,Brassica montana,MICROP,Turnip wild relative 2,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
582,Brassicaceae,Guillame,Brassica montana,Brassica montana,MICROP,Broccoli wild relative 2,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
603,Brassicaceae,Guillame,Brassica montana,Brassica montana,MICROP,Brown mustard wild relative 2,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
586,Brassicaceae,Guillame,Brassica napus subsp. napus,Brassica napus subsp. napus,MICROP,Rapeseed,Cultivated,Herbaceous,Arias & Pires 2012,,2,Groot,,,,,,,,,,,,1.0018,,,,,,,,3.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
630,Brassicaceae,Guillame,Brassica nigra,Brassica nigra,MICROP,Ethiopian mustard wild relative 1,Wild,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
577,Brassicaceae,Guillame,Brassica nigra ,Brassica nigra ,MICROP,Black mustard,Cultivated,Herbaceous,Arias & Pires 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Mesotonic,Terminal,Determinate,Continuous,Absent,2,1,Absent,
580,Brassicaceae,Guillame,Brassica oleracea,Brassica oleracea,MICROP,Broccoli,Cultivated,Herbaceous,Arias & Pires 2012,,5,Groot,,,,0.827,,,,,,,,,,,,,,,,1.48,,,0,,,,,,,0.139,,,,,,,223.493,,,Orthotropic,Spiral,Monopodial,Mesotonic,Terminal,Determinate,Continuous,Absent,3,1,Absent,
574,Brassicaceae,Guillame,Brassica rapa,Brassica rapa,MICROP,Turnip,Cultivated,Herbaceous,Arias & Pires 2012,,3,Groot,,,,,,,,,,,,,,,,,,6.849378511,,,,,,14.7,,,,,,,,,,,,,742,,,Orthotropic,Spiral,Monopodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,Absent,
602,Brassicaceae,Guillame,Brassica rapa ,Brassica rapa ,MICROP,Brown mustard wild relative 1,Wild,Herbaceous,Arias & Pires 2012,,3,Groot,,,,,,,,,,,,,,,,,,6.849378511,,,,,,14.7,,,,,,,,,,,,,742,,,,,,,,,,,,NA,,
646,Bromeliaceae,Guillame,Bromelia arenaria ,Bromelia arenaria ,MICROP,Pinuela wild relative 1,Wild,Herbaceous,Monteiro et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
647,Bromeliaceae,Guillame,Bromelia chrysantha,Bromelia chrysantha,MICROP,Pinuela wild relative 2,Wild,Herbaceous,Monteiro et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
645,Bromeliaceae,Guillame,Bromelia pinguin,Bromelia pinguin,MICROP,Pinuela,Cultivated,Herbaceous,Monteiro et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1576,Gramineae,Guillame,Bromus beteroanus,Bromus beteroanus,MICROP,Mango brome wild relative 1,Wild,Graminoid,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1457,Gramineae,Guillame,Bromus brachystachys,Bromus brachystachys,MICROP,Rye brome wild relative 2,Wild,Graminoid,Ainouche & Bayer 1997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1624,Gramineae,Guillame,Bromus carinatus ,Bromus carinatus ,MICROP,Large mountain brome wild relative 1,Wild,Graminoid,Saarela et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1578,Gramineae,Guillame,Bromus catharticus,Bromus catharticus,MICROP,Prairiegrass,Cultivated,Graminoid,Saarela et al. 2007,,7,Groot,,,,0.30525,,,,,,,,,,,,,,,,0.56,,,71,4.9,,,,,,0.15815827,,,,,,2010.280078,258.6771407,,,,,,,,,,,,NA,,
1577,Gramineae,Guillame,Bromus cebadilla,Bromus cebadilla,MICROP,Mango brome wild relative 2,Wild,Graminoid,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1580,Gramineae,Guillame,Bromus cebadilla,Bromus cebadilla,MICROP,Prairiegrass wild relative 2,Wild,Graminoid,Saarela et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1625,Gramineae,Guillame,Bromus colaratus ,Bromus colaratus ,MICROP,Large mountain brome wild relative 2,Wild,Graminoid,Saarela et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1456,Gramineae,Guillame,Bromus intermedius ,Bromus intermedius ,MICROP,Rye brome wild relative 1,Wild,Graminoid,Ainouche & Bayer 1997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1575,Gramineae,Guillame,Bromus mango,Bromus mango,MICROP,Mango brome,Cultivated,Graminoid,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1623,Gramineae,Guillame,Bromus marginatus,Bromus marginatus,MICROP,Large mountain brome ,Cultivated,Graminoid,Saarela et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1455,Gramineae,Guillame,Bromus secalinus,Bromus secalinus,MICROP,Rye brome,Cultivated,Graminoid,Ainouche & Bayer 1997,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1579,Gramineae,Guillame,Bromus subvelutinus,Bromus subvelutinus,MICROP,Prairiegrass wild relative 1,Wild,Graminoid,Saarela et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1974,Moraceae,Guillame,Brosimum acutifolium,Brosimum acutifolium,MICROP,Breadnut wild relative 2,Wild,Woody,Gardner et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1972,Moraceae,Guillame,Brosimum alicastrum subsp. alicastrum,Brosimum alicastrum subsp. alicastrum,MICROP,Breadnut,Cultivated,Woody,Gardner et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1973,Moraceae,Guillame,Brosimum alicastrum subsp. bolivarense,Brosimum alicastrum subsp. bolivarense,MICROP,Breadnut wild relative 1,Wild,Woody,Gardner et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1983,Moraceae,Guillame,Broussonetia greveana,Broussonetia greveana,MICROP,Luzonica wild relative 2,Wild,Woody,Chung et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1982,Moraceae,Guillame,Broussonetia kurzii,Broussonetia kurzii,MICROP,Luzonica wild relative 1,Wild,Woody,Chung et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1981,Moraceae,Guillame,Broussonetia luzonica ,Broussonetia luzonica ,MICROP,Luzonica,Cultivated,Woody,Chung et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1835,Malpighiaceae,Guillame,Bunchosia angustifolia,Bunchosia angustifolia,MICROP,Peanut butter fruit wild relative 1,Wild,Woody,Davis & Anderson 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1838,Malpighiaceae,Guillame,Bunchosia angustifolia,Bunchosia angustifolia,MICROP,Bunchosia wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1834,Malpighiaceae,Guillame,Bunchosia armeniaca,Bunchosia armeniaca,MICROP,Peanut butter fruit,Cultivated,Woody,Davis & Anderson 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1837,Malpighiaceae,Guillame,Bunchosia costaricensis ,Bunchosia costaricensis ,MICROP,Bunchosia ,Cultivated,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1836,Malpighiaceae,Guillame,Bunchosia pilocarpa,Bunchosia pilocarpa,MICROP,Peanut butter fruit wild relative 2,Wild,Woody,Davis & Anderson 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1839,Malpighiaceae,Guillame,Bunchosia pilocarpa,Bunchosia pilocarpa,MICROP,Bunchosia wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
285,Apiaceae,Guillame,Bunium alpinum,Bunium alpinum,MICROP,Pig nut wild relative 2,Wild,Herbaceous,Celik & Bagci 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
283,Apiaceae,Guillame,Bunium bulbocastanum ,Bunium bulbocastanum ,MICROP,Pig nut,Cultivated,Herbaceous,Celik & Bagci 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
284,Apiaceae,Guillame,Bunium pachypodum,Bunium pachypodum,MICROP,Pig nut wild relative 1,Wild,Herbaceous,Celik & Bagci 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2479,Rubiaceae,Guillame,Burchellia bubalina,Burchellia bubalina,MICROP,Genipa wild relative 2,Wild ,Woody,Kainulainen & Bremer 2014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2535,Rutaceae,Guillame,Burkillanthus malaccensis ,Burkillanthus malaccensis ,MICROP,Limeberry wild relative 2,Wild,Woody,Mou et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1319,Fabaceae,Guillame,Bussea occidentalis ,Bussea occidentalis ,MICROP,Copperpod wild relative 2,Wild,Woody,Manzanilla & Bruneau 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
372,Arecaceae,Guillame,Butia capitata ,Butia capitata ,MICROP,Coconut wild relative 2,Wild,Woody,Gunn 2004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
661,Cabombaceae,Guillame,Cabomba aquatica,Cabomba aquatica,MICROP,Water shield wild relative 1,Wild,Herbaceous,Taylor 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
662,Cabombaceae,Guillame,Cabomba caroliniana,Cabomba caroliniana,MICROP,Water shield wild relative 2,Wild,Herbaceous,Taylor 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1055,Fabaceae,Guillame,Cajanus cajan,Cajanus cajan,MICROP,Pigeonpea,Cultivated,Woody,Jha & Ohri 1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Mesotonic,Lateral and Terminal,Determinate,Continuous,Absent,2,1,Present,
1056,Fabaceae,Guillame,Cajanus cajanifolius ,Cajanus cajanifolius ,MICROP,Pigeonpea wild relative 1,wild,Woody,Jha & Ohri 1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1057,Fabaceae,Guillame,Cajanus scarabaeoides,Cajanus scarabaeoides,MICROP,Pigeonpea wild relative 2,wild,Woody,Jha & Ohri 1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1930,Marantaceae,Guillame,Calathea allouia,Calathea allouia,MICROP,Leren,Cultivated,Herbaceous,Ezell et al. 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Sympodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,,
1932,Marantaceae,Guillame,Calathea inocephala,Calathea inocephala,MICROP,Leren wild relative 2,Wild,Herbaceous,Ezell et al. 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1931,Marantaceae,Guillame,Calathea marantifolia,Calathea marantifolia,MICROP,Leren wild relative 1,Wild,Herbaceous,Ezell et al. 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Sympodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,,
727,Calophyllaceae ,Guillame,Calophyllum inophyllum,Calophyllum inophyllum,MICROP,Ceylon ironwood wild relative 1,Wild,Woody,Ruhfel et al. 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
312,Apocynaceae,Guillame,Calotropis procera,Calotropis procera,MICROP,Silkweed wild relative 2,Wild,Herbaceous,Rapini et al. 2003,,4,Groot,,,,,,,,,,,,,,,,,,,,0.22,,,,9.6,10.66666667,0.9,,,,,,,,,,,,,,,,,,,,,,,NA,,
823,Convolvulaceae,Guillame,Calystegia hederacea,Calystegia hederacea,MICROP,Hedge bindweed wild relative 1,Wild,Herbaceous,Kim & Park 2011,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.74,,,,,,,,,,,,NA,,
822,Convolvulaceae,Guillame,Calystegia sepium,Calystegia sepium,MICROP,Hedge bindweed,Cultivated,Herbaceous,Kim & Park 2011,,6,Groot,,,34.6,,,,,386,,,,0.059,,,,,,,,0.28,,,,3.1,,,,,,,,,,,,,,56,,,,,,,,,,,NA,,
824,Convolvulaceae,Guillame,Calystegia soldanella,Calystegia soldanella,MICROP,Hedge bindweed wild relative 2,Wild,Herbaceous,Kim & Park 2011,,1,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2726,Theaceae,Guillame,Camellia angustifolia,Camellia angustifolia,MICROP,Tea wild relative 2,Wild,Woody,Vijayan et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2728,Theaceae,Guillame,Camellia formosensis ,Camellia formosensis ,MICROP,Tea variety wild relative 1,Wild,Woody,Vijayan et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2730,Theaceae,Guillame,Camellia japonica ,Camellia japonica ,MICROP,Common camellia ,Cultivated,Woody,Vijayan et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2725,Theaceae,Guillame,Camellia jinyunshanica,Camellia jinyunshanica,MICROP,Tea wild relative 1,Wild,Woody,Vijayan et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
